0.000000	0.000000	10.000000	0.000000	98.000000
0.000000	0.071429	9.950000	-0.700000	98.000000
0.071429	0.142857	9.850000	-1.400000	98.000000
0.142857	0.214286	9.700000	-2.100000	98.000000
0.214286	0.285714	9.500000	-2.800000	98.000000
0.285714	0.357143	9.250000	-3.500000	98.000000
0.357143	0.428571	8.950000	-4.200000	98.000000
0.428571	0.500000	8.600000	-4.900000	98.000000
0.500000	0.571429	8.200000	-5.600000	98.000000
0.571429	0.642857	7.750000	-6.300000	98.000000
0.642857	0.714286	7.250000	-7.000000	98.000000
0.714286	0.785714	6.700000	-7.700000	98.000000
0.785714	0.857143	6.100000	-8.400000	98.000000
0.857143	0.928571	5.450000	-9.100000	98.000000
0.928571	1.000000	4.750000	-9.800000	98.000000
1.000000	1.071429	4.000000	-10.500000	98.000000
1.071429	1.142857	3.200000	-11.200000	98.000000
1.142857	1.214286	2.350000	-11.900000	98.000000
1.214286	1.285714	1.450000	-12.600000	98.000000
1.285714	1.357143	0.500000	-13.300000	98.000000
